nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure velocity-magnitude      sound-speed      temperature rel-velocity-magnitude relative-velocity-angle 
         1 -2.216901913E-02  1.039879580E-01 -4.300600202E-02  8.756291769E+04  1.536759189E+02  3.330773754E+02  2.762696316E+02  2.355175308E+02  8.600215393E-01 
         2 -2.197401757E-02  1.042260031E-01 -4.002397295E-02  8.746520102E+04  1.546173611E+02  3.329878507E+02  2.761211590E+02  2.366339812E+02  8.589994134E-01 
         3 -2.150271627E-02  1.045375264E-01 -3.708169353E-02  8.734997552E+04  1.550856712E+02  3.329380844E+02  2.760386248E+02  2.369522774E+02  8.578501488E-01 
         4 -2.072290556E-02  1.049359494E-01 -3.421635317E-02  8.721589172E+04  1.555727484E+02  3.328948812E+02  2.759670620E+02  2.374747224E+02  8.574035084E-01 
         5 -1.964621854E-02  1.053757771E-01 -3.145501365E-02  8.710254761E+04  1.562675066E+02  3.328317413E+02  2.758623829E+02  2.384084721E+02  8.573901411E-01 
         6 -1.833909717E-02  1.058829391E-01 -2.880182754E-02  8.697418628E+04  1.571870775E+02  3.327474222E+02  2.757226686E+02  2.395579634E+02  8.568527531E-01 
         7 -1.686396899E-02  1.064019756E-01 -2.624136390E-02  8.677610938E+04  1.580078974E+02  3.326439352E+02  2.755512304E+02  2.403154697E+02  8.554653507E-01 
         8 -1.524276490E-02  1.069101094E-01 -2.376908005E-02  8.654505139E+04  1.589884098E+02  3.325260625E+02  2.753558922E+02  2.413458591E+02  8.542557992E-01 
         9 -1.353040875E-02  1.074492491E-01 -2.136449246E-02  8.636095996E+04  1.602595823E+02  3.324075351E+02  2.751595900E+02  2.428435593E+02  8.531625057E-01 
        10 -1.175719847E-02  1.079385502E-01 -1.899452623E-02  8.617690570E+04  1.615636867E+02  3.323046618E+02  2.749893625E+02  2.441525946E+02  8.512345375E-01 
        11 -9.920451205E-03  1.084473482E-01 -1.667649769E-02  8.606726147E+04  1.625606157E+02  3.322653635E+02  2.749243101E+02  2.446784519E+02  8.482485467E-01 
        12 -8.053093039E-03  1.089314126E-01 -1.437870322E-02  8.620897311E+04  1.630189269E+02  3.323600118E+02  2.750809468E+02  2.444095962E+02  8.453708272E-01 
        13 -6.139911673E-03  1.093816015E-01 -1.211111235E-02  8.672219507E+04  1.625503969E+02  3.326126680E+02  2.754993601E+02  2.430626345E+02  8.438393008E-01 
        14 -4.213714023E-03  1.098625599E-01 -9.853315987E-03  8.755579590E+04  1.604939127E+02  3.330493259E+02  2.762232914E+02  2.404685326E+02  8.466869332E-01 
        15 -2.267252226E-03  1.102821410E-01 -7.616721013E-03  8.857544531E+04  1.565737190E+02  3.335755329E+02  2.770969086E+02  2.372654610E+02  8.580464609E-01 
