nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure velocity-magnitude      sound-speed      temperature rel-velocity-magnitude relative-velocity-angle 
         1 -2.216901913E-02  1.039879580E-01 -4.300600202E-02  8.754729926E+04  1.539587705E+02  3.330492275E+02  2.762229295E+02  2.358012268E+02  8.594180703E-01 
         2 -2.197401757E-02  1.042260031E-01 -4.002397295E-02  8.746904150E+04  1.544319494E+02  3.330070497E+02  2.761530080E+02  2.363397810E+02  8.589185562E-01 
         3 -2.150271627E-02  1.045375264E-01 -3.708169353E-02  8.736767792E+04  1.550466634E+02  3.329519718E+02  2.760616007E+02  2.370094738E+02  8.582048812E-01 
         4 -2.072290556E-02  1.049359494E-01 -3.421635317E-02  8.725146411E+04  1.557361534E+02  3.328906808E+02  2.759599881E+02  2.377478845E+02  8.573973626E-01 
         5 -1.964621854E-02  1.053757771E-01 -3.145501365E-02  8.712332397E+04  1.564427681E+02  3.328250923E+02  2.758512526E+02  2.385034528E+02  8.566015922E-01 
         6 -1.833909717E-02  1.058829391E-01 -2.880182754E-02  8.697105200E+04  1.572124181E+02  3.327465038E+02  2.757209778E+02  2.394179592E+02  8.560667746E-01 
         7 -1.686396899E-02  1.064019756E-01 -2.624136390E-02  8.679415454E+04  1.580633779E+02  3.326526642E+02  2.755655317E+02  2.404302416E+02  8.554754276E-01 
         8 -1.524276490E-02  1.069101094E-01 -2.376908005E-02  8.660250415E+04  1.590200961E+02  3.325494142E+02  2.753944778E+02  2.415373068E+02  8.546941876E-01 
         9 -1.353040875E-02  1.074492491E-01 -2.136449246E-02  8.640450037E+04  1.601471958E+02  3.324419956E+02  2.752166002E+02  2.427705612E+02  8.534848178E-01 
        10 -1.175719847E-02  1.079385502E-01 -1.899452623E-02  8.622634924E+04  1.613912392E+02  3.323444078E+02  2.750550060E+02  2.438551922E+02  8.511357913E-01 
        11 -9.920451205E-03  1.084473482E-01 -1.667649769E-02  8.612834650E+04  1.625818706E+02  3.322889285E+02  2.749632285E+02  2.446343665E+02  8.479751947E-01 
        12 -8.053093039E-03  1.089314126E-01 -1.437870322E-02  8.623284424E+04  1.632144665E+02  3.323434001E+02  2.750534067E+02  2.445685667E+02  8.448392190E-01 
        13 -6.139911673E-03  1.093816015E-01 -1.211111235E-02  8.664128027E+04  1.627321544E+02  3.325659761E+02  2.754219398E+02  2.433143291E+02  8.436322864E-01 
        14 -4.213714023E-03  1.098625599E-01 -9.853315987E-03  8.746436719E+04  1.606429138E+02  3.330060387E+02  2.761514015E+02  2.407526827E+02  8.467977382E-01 
        15 -2.267252226E-03  1.102821410E-01 -7.616721013E-03  8.859286328E+04  1.562597647E+02  3.336203060E+02  2.771711884E+02  2.370903749E+02  8.590712883E-01 
        16 -3.058463972E-04  1.106716081E-01 -5.380345181E-03  8.948465796E+04  1.496283078E+02  3.340511580E+02  2.778876581E+02  2.340107336E+02  8.859739322E-01 
        17  1.649896870E-03  1.110991589E-01 -3.144821902E-03  8.706743884E+04  1.474800411E+02  3.327920489E+02  2.757984583E+02  2.444116220E+02  9.341225391E-01 
        18  3.605378217E-03  1.114680886E-01 -8.997268064E-04  7.602208472E+04  1.745948045E+02  3.264558935E+02  2.653957829E+02  2.852179441E+02  9.420659617E-01 
        19  5.548952344E-03  1.118349081E-01  1.356589372E-03  7.003810028E+04  2.075153090E+02  3.228596411E+02  2.595809870E+02  3.059871135E+02  8.482344532E-01 
        20  7.472030685E-03  1.121892539E-01  3.633809071E-03  7.270283778E+04  2.118143576E+02  3.245527309E+02  2.623140357E+02  2.981161839E+02  7.918595613E-01 
        21  9.366594022E-03  1.125505666E-01  5.932977735E-03  7.627748950E+04  2.087029022E+02  3.267595298E+02  2.658917565E+02  2.855601666E+02  7.588284868E-01 
        22  1.122147558E-02  1.129077905E-01  8.263617067E-03  7.868444496E+04  2.087959658E+02  3.281230917E+02  2.681141454E+02  2.770555956E+02  7.265270544E-01 
        23  1.303284284E-02  1.132507638E-01  1.062953057E-02  8.029143626E+04  2.113191829E+02  3.289832757E+02  2.695208423E+02  2.717657140E+02  6.944682783E-01 
        24  1.479928419E-02  1.136234762E-01  1.303021626E-02  8.149357518E+04  2.157555275E+02  3.296339650E+02  2.705880272E+02  2.681269340E+02  6.587810405E-01 
        25  1.649617427E-02  1.139938279E-01  1.547769530E-02  8.258567780E+04  2.207036910E+02  3.302186735E+02  2.715488710E+02  2.650275886E+02  6.225346369E-01 
        26  1.811807173E-02  1.143837002E-01  1.797032872E-02  8.339029919E+04  2.260779445E+02  3.306501527E+02  2.722584653E+02  2.629756670E+02  5.880446928E-01 
        27  1.968166241E-02  1.148013513E-01  2.049621310E-02  8.356680029E+04  2.329437258E+02  3.307544754E+02  2.724300480E+02  2.631743143E+02  5.540088289E-01 
        28  2.119101764E-02  1.152299366E-01  2.305322148E-02  8.306392721E+04  2.415038791E+02  3.305428500E+02  2.720815507E+02  2.656201850E+02  5.191756049E-01 
        29  2.266338778E-02  1.156643914E-01  2.563116057E-02  8.243206567E+04  2.502853105E+02  3.302256238E+02  2.715595750E+02  2.686294112E+02  4.853489175E-01 
        30  2.408077791E-02  1.161159634E-01  2.823658064E-02  8.188546704E+04  2.584429066E+02  3.299728029E+02  2.711438169E+02  2.714082801E+02  4.541711682E-01 
        31  2.544088325E-02  1.165921105E-01  3.086849856E-02  8.133774402E+04  2.665410445E+02  3.296750178E+02  2.706547999E+02  2.743266921E+02  4.241261547E-01 
        32  2.674433127E-02  1.170738851E-01  3.352942364E-02  8.076873206E+04  2.745668616E+02  3.293592415E+02  2.701365805E+02  2.773071144E+02  3.948925636E-01 
        33  2.797950643E-02  1.175445507E-01  3.622298897E-02  8.022426923E+04  2.823908880E+02  3.290936662E+02  2.697011380E+02  2.800493084E+02  3.658725009E-01 
        34  2.916313541E-02  1.180056499E-01  3.893937175E-02  7.990952896E+04  2.895799534E+02  3.289601485E+02  2.694826251E+02  2.819701560E+02  3.370401968E-01 
        35  3.031249539E-02  1.184785399E-01  4.167042727E-02  8.005843683E+04  2.953520342E+02  3.290140574E+02  2.695713804E+02  2.824335651E+02  3.101060045E-01 
        36  3.139929926E-02  1.189405785E-01  4.442941843E-02  8.037032034E+04  3.006259210E+02  3.291642890E+02  2.698176225E+02  2.822824142E+02  2.833430110E-01 
        37  3.242013936E-02  1.193808800E-01  4.721660669E-02  8.092269032E+04  3.056386699E+02  3.293383241E+02  2.701028242E+02  2.813318122E+02  2.545504578E-01 
        38  3.340677803E-02  1.198011670E-01  5.002067675E-02  8.214298505E+04  3.085454024E+02  3.299328717E+02  2.710787836E+02  2.781622224E+02  2.279826147E-01 
        39  3.430413654E-02  1.201853153E-01  5.285529857E-02  8.369413940E+04  3.102809296E+02  3.308548403E+02  2.725964804E+02  2.736176367E+02  2.020950010E-01 
        40  3.515433510E-02  1.205874318E-01  5.570324370E-02  8.556910742E+04  3.108079395E+02  3.319234104E+02  2.743603992E+02  2.680163155E+02  1.785169095E-01 
        41  3.592907297E-02  1.209644065E-01  5.857535950E-02  8.768493359E+04  3.099595375E+02  3.330751104E+02  2.762680845E+02  2.614501524E+02  1.587064010E-01 
        42  3.664355424E-02  1.213334730E-01  6.146049591E-02  8.993273828E+04  3.076324325E+02  3.342543554E+02  2.782278781E+02  2.542759843E+02  1.449476762E-01 
        43  3.727845098E-02  1.217084379E-01  6.437276718E-02  9.210798047E+04  3.043693342E+02  3.354137039E+02  2.801607094E+02  2.473288593E+02  1.378452280E-01 
        44  3.781448665E-02  1.220744111E-01  6.730672953E-02  9.395105859E+04  3.010024757E+02  3.363982840E+02  2.818073740E+02  2.415545111E+02  1.366595752E-01 
        45  3.826762164E-02  1.224563704E-01  7.025293559E-02  9.526050055E+04  2.982378252E+02  3.371037505E+02  2.829902844E+02  2.376134124E+02  1.398675041E-01 
        46  3.856443464E-02  1.228195695E-01  7.317567491E-02  9.604069141E+04  2.959544754E+02  3.376283112E+02  2.838716888E+02  2.349385757E+02  1.453779414E-01 
        47  3.882754171E-02  1.231963568E-01  7.616928387E-02  9.645590683E+04  2.940784625E+02  3.382813412E+02  2.849718995E+02  2.330326555E+02  1.520741201E-01 
        48  3.896508106E-02  1.235573809E-01  7.913505459E-02  9.657344336E+04  2.906730080E+02  3.392200546E+02  2.865673065E+02  2.279313164E+02  1.574428976E-01 
        49  3.903512947E-02  1.239238609E-01  8.213137167E-02  9.653060010E+04  2.824852464E+02  3.409994462E+02  2.896049566E+02  2.140964408E+02  1.648750147E-01 
        50  3.900153017E-02  1.243001337E-01  8.510504302E-02  9.640484201E+04  2.684745076E+02  3.439193772E+02  2.945995615E+02  1.885093772E+02  1.670299739E-01 
        51  3.889299026E-02  1.246700891E-01  8.806950082E-02  9.626609509E+04  2.525790308E+02  3.473716626E+02  3.005475183E+02  1.483869877E+02  1.460561730E-01 
