nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure velocity-magnitude      sound-speed      temperature rel-velocity-magnitude relative-velocity-angle 
         1 -2.216901913E-02  1.039879580E-01 -4.300600202E-02  8.754671280E+04  1.539566627E+02  3.330488831E+02  2.762223727E+02  2.358000147E+02  8.594254575E-01 
         2 -2.197401757E-02  1.042260031E-01 -4.002397295E-02  8.746628583E+04  1.544336050E+02  3.330054444E+02  2.761503015E+02  2.363417730E+02  8.589159499E-01 
         3 -2.150271627E-02  1.045375264E-01 -3.708169353E-02  8.736493896E+04  1.550501255E+02  3.329502084E+02  2.760586660E+02  2.370108628E+02  8.581906720E-01 
         4 -2.072290556E-02  1.049359494E-01 -3.421635317E-02  8.725012524E+04  1.557371271E+02  3.328897629E+02  2.759584723E+02  2.377513704E+02  8.574042730E-01 
         5 -1.964621854E-02  1.053757771E-01 -3.145501365E-02  8.712419653E+04  1.564412298E+02  3.328254604E+02  2.758518777E+02  2.385045252E+02  8.566135243E-01 
         6 -1.833909717E-02  1.058829391E-01 -2.880182754E-02  8.697406445E+04  1.572148709E+02  3.327477903E+02  2.757231092E+02  2.394214854E+02  8.560667764E-01 
         7 -1.686396899E-02  1.064019756E-01 -2.624136390E-02  8.679654395E+04  1.580719395E+02  3.326535015E+02  2.755669260E+02  2.404385190E+02  8.554590922E-01 
         8 -1.524276490E-02  1.069101094E-01 -2.376908005E-02  8.659518750E+04  1.590486276E+02  3.325449429E+02  2.753870649E+02  2.415607586E+02  8.546166271E-01 
         9 -1.353040875E-02  1.074492491E-01 -2.136449246E-02  8.638783142E+04  1.601858358E+02  3.324327779E+02  2.752013481E+02  2.428030124E+02  8.533779252E-01 
        10 -1.175719847E-02  1.079385502E-01 -1.899452623E-02  8.621596643E+04  1.614011368E+02  3.323396957E+02  2.750472596E+02  2.438660624E+02  8.511166601E-01 
        11 -9.920451205E-03  1.084473482E-01 -1.667649769E-02  8.613910059E+04  1.625446229E+02  3.322965262E+02  2.749758252E+02  2.446087009E+02  8.480982452E-01 
        12 -8.053093039E-03  1.089314126E-01 -1.437870322E-02  8.625136633E+04  1.631627821E+02  3.323555080E+02  2.750734293E+02  2.444946290E+02  8.448777748E-01 
        13 -6.139911673E-03  1.093816015E-01 -1.211111235E-02  8.665494067E+04  1.627016144E+02  3.325743341E+02  2.754357753E+02  2.432759223E+02  8.436643817E-01 
        14 -4.213714023E-03  1.098625599E-01 -9.853315987E-03  8.743729297E+04  1.606984501E+02  3.329920177E+02  2.761281147E+02  2.407686205E+02  8.465406932E-01 
