nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure velocity-magnitude      sound-speed      temperature rel-velocity-magnitude relative-velocity-angle 
         1 -2.216901913E-02  1.039879580E-01 -4.300600202E-02  8.754311861E+04  1.538598113E+02  3.330487012E+02  2.762221453E+02  2.357975577E+02  8.600117951E-01 
         2 -2.197401757E-02  1.042260031E-01 -4.002397295E-02  8.744306592E+04  1.548681015E+02  3.329556661E+02  2.760677470E+02  2.366396034E+02  8.576239489E-01 
         3 -2.150271627E-02  1.045375264E-01 -3.708169353E-02  8.735622351E+04  1.548906995E+02  3.329637470E+02  2.760811808E+02  2.368986982E+02  8.586767949E-01 
         4 -2.072290556E-02  1.049359494E-01 -3.421635317E-02  8.723158862E+04  1.553201594E+02  3.329243107E+02  2.760158176E+02  2.373176048E+02  8.583230302E-01 
         5 -1.964621854E-02  1.053757771E-01 -3.145501365E-02  8.710977271E+04  1.563118434E+02  3.328282967E+02  2.758566704E+02  2.385637245E+02  8.576789424E-01 
         6 -1.833909717E-02  1.058829391E-01 -2.880182754E-02  8.696707471E+04  1.571472139E+02  3.327450895E+02  2.757188425E+02  2.392731714E+02  8.560655527E-01 
         7 -1.686396899E-02  1.064019756E-01 -2.624136390E-02  8.677427783E+04  1.582846470E+02  3.326174631E+02  2.755072813E+02  2.405905089E+02  8.550248668E-01 
         8 -1.524276490E-02  1.069101094E-01 -2.376908005E-02  8.657404370E+04  1.590139258E+02  3.325321999E+02  2.753660388E+02  2.414966373E+02  8.546639178E-01 
         9 -1.353040875E-02  1.074492491E-01 -2.136449246E-02  8.636322241E+04  1.599861801E+02  3.324343457E+02  2.752039945E+02  2.426567430E+02  8.539532665E-01 
        10 -1.175719847E-02  1.079385502E-01 -1.899452623E-02  8.615563800E+04  1.614066594E+02  3.323089070E+02  2.749963045E+02  2.437819595E+02  8.507536585E-01 
        11 -9.920451205E-03  1.084473482E-01 -1.667649769E-02  8.607754434E+04  1.625933474E+02  3.322690369E+02  2.749303674E+02  2.447540313E+02  8.483115772E-01 
        12 -8.053093039E-03  1.089314126E-01 -1.437870322E-02  8.626460535E+04  1.632341834E+02  3.323457136E+02  2.750572839E+02  2.445411500E+02  8.446282344E-01 
        13 -6.139911673E-03  1.093816015E-01 -1.211111235E-02  8.678454590E+04  1.626790347E+02  3.326272631E+02  2.755234842E+02  2.431883707E+02  8.435350768E-01 
        14 -4.213714023E-03  1.098625599E-01 -9.853315987E-03  8.761337402E+04  1.601911774E+02  3.331000576E+02  2.763073368E+02  2.404648027E+02  8.484012075E-01 
        15 -2.267252226E-03  1.102821410E-01 -7.616721013E-03  8.864355859E+04  1.560365791E+02  3.336500149E+02  2.772207651E+02  2.369196177E+02  8.598127589E-01 
        16 -3.058463972E-04  1.106716081E-01 -5.380345181E-03  8.935597437E+04  1.498101978E+02  3.339758539E+02  2.777625132E+02  2.343892617E+02  8.863474578E-01 
        17  1.649896870E-03  1.110991589E-01 -3.144821902E-03  8.734779309E+04  1.468666935E+02  3.328981605E+02  2.759740970E+02  2.421463945E+02  9.306272184E-01 
        18  3.605378217E-03  1.114680886E-01 -8.997268064E-04  7.576046143E+04  1.757727113E+02  3.263094373E+02  2.651585450E+02  2.868239703E+02  9.435541574E-01 
        19  5.548952344E-03  1.118349081E-01  1.356589372E-03  7.005571600E+04  2.059132710E+02  3.231252058E+02  2.600084615E+02  3.035298817E+02  8.474138416E-01 
        20  7.472030685E-03  1.121892539E-01  3.633809071E-03  7.297296477E+04  2.111499814E+02  3.249197956E+02  2.629077734E+02  2.978085020E+02  7.936606971E-01 
        21  9.366594022E-03  1.125505666E-01  5.932977735E-03  7.665938824E+04  2.078147746E+02  3.271867936E+02  2.665885410E+02  2.837275522E+02  7.563941372E-01 
        22  1.122147558E-02  1.129077905E-01  8.263617067E-03  7.914168390E+04  2.073088249E+02  3.286370076E+02  2.689552878E+02  2.733670003E+02  7.209316767E-01 
        23  1.303284284E-02  1.132507638E-01  1.062953057E-02  8.071330965E+04  2.090385151E+02  3.295777667E+02  2.704964566E+02  2.686752892E+02  6.954182701E-01 
        24  1.479928419E-02  1.136234762E-01  1.303021626E-02  8.180284180E+04  2.138192036E+02  3.301358316E+02  2.714127614E+02  2.660627304E+02  6.619619892E-01 
        25  1.649617427E-02  1.139938279E-01  1.547769530E-02  8.275524268E+04  2.193314898E+02  3.305712938E+02  2.721292427E+02  2.634762039E+02  6.248371755E-01 
        26  1.811807173E-02  1.143837002E-01  1.797032872E-02  8.341805334E+04  2.249413748E+02  3.308746238E+02  2.726289406E+02  2.618204427E+02  5.904131848E-01 
        27  1.968166241E-02  1.148013513E-01  2.049621310E-02  8.350157239E+04  2.315465190E+02  3.309016705E+02  2.726732841E+02  2.618964760E+02  5.572012691E-01 
        28  2.119101764E-02  1.152299366E-01  2.305322148E-02  8.304171738E+04  2.404405224E+02  3.305457541E+02  2.720867633E+02  2.647690604E+02  5.223442186E-01 
        29  2.266338778E-02  1.156643914E-01  2.563116057E-02  8.247276697E+04  2.492681553E+02  3.301952479E+02  2.715104775E+02  2.681193646E+02  4.890580028E-01 
        30  2.408077791E-02  1.161159634E-01  2.823658064E-02  8.197149866E+04  2.572195754E+02  3.299721992E+02  2.711435993E+02  2.703615775E+02  4.567190628E-01 
