nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure velocity-magnitude      sound-speed      temperature rel-velocity-magnitude relative-velocity-angle 
         1 -2.216901913E-02  1.039879580E-01 -4.300600202E-02  8.754725937E+04  1.539525739E+02  3.330491790E+02  2.762228402E+02  2.357982615E+02  8.594417212E-01 
         2 -2.197401757E-02  1.042260031E-01 -4.002397295E-02  8.746490680E+04  1.544330004E+02  3.330045844E+02  2.761488556E+02  2.363436421E+02  8.589258310E-01 
         3 -2.150271627E-02  1.045375264E-01 -3.708169353E-02  8.736248517E+04  1.550532492E+02  3.329486506E+02  2.760561211E+02  2.370142426E+02  8.581858380E-01 
         4 -2.072290556E-02  1.049359494E-01 -3.421635317E-02  8.724856763E+04  1.557386067E+02  3.328888631E+02  2.759570017E+02  2.377541206E+02  8.574056346E-01 
         5 -1.964621854E-02  1.053757771E-01 -3.145501365E-02  8.712508325E+04  1.564416790E+02  3.328257990E+02  2.758524518E+02  2.385087156E+02  8.566261102E-01 
         6 -1.833909717E-02  1.058829391E-01 -2.880182754E-02  8.697620459E+04  1.572189221E+02  3.327485561E+02  2.757244039E+02  2.394260592E+02  8.560619801E-01 
         7 -1.686396899E-02  1.064019756E-01 -2.624136390E-02  8.679808594E+04  1.580758095E+02  3.326539392E+02  2.755676184E+02  2.404443784E+02  8.554592133E-01 
         8 -1.524276490E-02  1.069101094E-01 -2.376908005E-02  8.659000610E+04  1.590634193E+02  3.325416145E+02  2.753815818E+02  2.415764499E+02  8.545874041E-01 
         9 -1.353040875E-02  1.074492491E-01 -2.136449246E-02  8.637092322E+04  1.602192655E+02  3.324231162E+02  2.751853385E+02  2.428297479E+02  8.532780111E-01 
        10 -1.175719847E-02  1.079385502E-01 -1.899452623E-02  8.619645758E+04  1.614289422E+02  3.323293543E+02  2.750300989E+02  2.438917477E+02  8.510447126E-01 
        11 -9.920451205E-03  1.084473482E-01 -1.667649769E-02  8.613705884E+04  1.625292042E+02  3.322970680E+02  2.749766850E+02  2.446014911E+02  8.481564501E-01 
        12 -8.053093039E-03  1.089314126E-01 -1.437870322E-02  8.627016956E+04  1.631090190E+02  3.323681445E+02  2.750943617E+02  2.444301869E+02  8.449583482E-01 
        13 -6.139911673E-03  1.093816015E-01 -1.211111235E-02  8.667745996E+04  1.626618629E+02  3.325877552E+02  2.754579849E+02  2.432182007E+02  8.436898459E-01 
        14 -4.213714023E-03  1.098625599E-01 -9.853315987E-03  8.742341650E+04  1.606982422E+02  3.329865456E+02  2.761190243E+02  2.407613935E+02  8.465080708E-01 
        15 -2.267252226E-03  1.102821410E-01 -7.616721013E-03  8.854524951E+04  1.564380684E+02  3.335889626E+02  2.771190805E+02  2.372054453E+02  8.584531508E-01 
        16 -3.058463972E-04  1.106716081E-01 -5.380345181E-03  8.952422583E+04  1.494299264E+02  3.340753288E+02  2.779279318E+02  2.340422897E+02  8.871725313E-01 
        17  1.649896870E-03  1.110991589E-01 -3.144821902E-03  8.731095654E+04  1.472835940E+02  3.328389268E+02  2.758757961E+02  2.437332392E+02  9.324258855E-01 
        18  3.605378217E-03  1.114680886E-01 -8.997268064E-04  7.608264844E+04  1.739797568E+02  3.264863014E+02  2.654447088E+02  2.844412241E+02  9.418954924E-01 
        19  5.548952344E-03  1.118349081E-01  1.356589372E-03  7.008809296E+04  2.077324221E+02  3.228443933E+02  2.595571492E+02  3.061716375E+02  8.477402069E-01 
        20  7.472030685E-03  1.121892539E-01  3.633809071E-03  7.262272169E+04  2.119317449E+02  3.245211358E+02  2.622626297E+02  2.981820594E+02  7.916437497E-01 
        21  9.366594022E-03  1.125505666E-01  5.932977735E-03  7.624792542E+04  2.087568885E+02  3.267160442E+02  2.658211668E+02  2.854023173E+02  7.579732467E-01 
        22  1.122147558E-02  1.129077905E-01  8.263617067E-03  7.868557758E+04  2.086919961E+02  3.280880617E+02  2.680569551E+02  2.769429128E+02  7.266445162E-01 
        23  1.303284284E-02  1.132507638E-01  1.062953057E-02  8.027826965E+04  2.112975100E+02  3.289365265E+02  2.694442680E+02  2.717549634E+02  6.945232198E-01 
        24  1.479928419E-02  1.136234762E-01  1.303021626E-02  8.146557010E+04  2.158126315E+02  3.295983987E+02  2.705296941E+02  2.682055848E+02  6.587532810E-01 
        25  1.649617427E-02  1.139938279E-01  1.547769530E-02  8.255236450E+04  2.207564766E+02  3.302103410E+02  2.715351782E+02  2.650810134E+02  6.224441072E-01 
        26  1.811807173E-02  1.143837002E-01  1.797032872E-02  8.336660974E+04  2.261113253E+02  3.306689878E+02  2.722894368E+02  2.629665222E+02  5.878410721E-01 
        27  1.968166241E-02  1.148013513E-01  2.049621310E-02  8.356289081E+04  2.329444008E+02  3.307957501E+02  2.724979239E+02  2.631127021E+02  5.538017754E-01 
        28  2.119101764E-02  1.152299366E-01  2.305322148E-02  8.306355400E+04  2.414330953E+02  3.305974504E+02  2.721713357E+02  2.654901300E+02  5.190948625E-01 
        29  2.266338778E-02  1.156643914E-01  2.563116057E-02  8.242025952E+04  2.502716956E+02  3.302626491E+02  2.716204734E+02  2.686175965E+02  4.853895616E-01 
        30  2.408077791E-02  1.161159634E-01  2.823658064E-02  8.186131940E+04  2.584735851E+02  3.299929652E+02  2.711769819E+02  2.714660542E+02  4.542353256E-01 
        31  2.544088325E-02  1.165921105E-01  3.086849856E-02  8.131108313E+04  2.665781558E+02  3.296874518E+02  2.706752329E+02  2.743772755E+02  4.241231461E-01 
        32  2.674433127E-02  1.170738851E-01  3.352942364E-02  8.074904248E+04  2.745883367E+02  3.293804708E+02  2.701714931E+02  2.773375823E+02  3.948809532E-01 
        33  2.797950643E-02  1.175445507E-01  3.622298897E-02  8.021656741E+04  2.823931122E+02  3.291369959E+02  2.697723225E+02  2.800824630E+02  3.659623035E-01 
        34  2.916313541E-02  1.180056499E-01  3.893937175E-02  7.991543097E+04  2.895790632E+02  3.290174967E+02  2.695768723E+02  2.820195618E+02  3.372194857E-01 
        35  3.031249539E-02  1.184785399E-01  4.167042727E-02  8.007809024E+04  2.953700813E+02  3.290596108E+02  2.696462585E+02  2.825007250E+02  3.102715185E-01 
        36  3.139929926E-02  1.189405785E-01  4.442941843E-02  8.040032162E+04  3.006548754E+02  3.291981670E+02  2.698732690E+02  2.823747270E+02  2.835553759E-01 
        37  3.242013936E-02  1.193808800E-01  4.721660669E-02  8.096340213E+04  3.056794051E+02  3.293552156E+02  2.701306099E+02  2.814288076E+02  2.547186127E-01 
        38  3.340677803E-02  1.198011670E-01  5.002067675E-02  8.218507312E+04  3.085622872E+02  3.299453799E+02  2.710993754E+02  2.781781307E+02  2.279543510E-01 
        39  3.430413654E-02  1.201853153E-01  5.285529857E-02  8.373101904E+04  3.102550268E+02  3.308727331E+02  2.726259508E+02  2.735783796E+02  2.020757860E-01 
        40  3.515433510E-02  1.205874318E-01  5.570324370E-02  8.559742432E+04  3.107615681E+02  3.319369907E+02  2.743828201E+02  2.679506454E+02  1.785013117E-01 
        41  3.592907297E-02  1.209644065E-01  5.857535950E-02  8.770428198E+04  3.098711810E+02  3.330855637E+02  2.762854414E+02  2.613460283E+02  1.587755075E-01 
        42  3.664355424E-02  1.213334730E-01  6.146049591E-02  8.994050134E+04  3.075520787E+02  3.342598109E+02  2.782369027E+02  2.541914744E+02  1.450543841E-01 
        43  3.727845098E-02  1.217084379E-01  6.437276718E-02  9.209760083E+04  3.043700495E+02  3.354052858E+02  2.801465034E+02  2.473177433E+02  1.377864867E-01 
        44  3.781448665E-02  1.220744111E-01  6.730672953E-02  9.391783521E+04  3.010857096E+02  3.363703890E+02  2.817606516E+02  2.416310339E+02  1.364871981E-01 
        45  3.826762164E-02  1.224563704E-01  7.025293559E-02  9.521038800E+04  2.983052163E+02  3.370785999E+02  2.829480991E+02  2.376374344E+02  1.395649397E-01 
        46  3.856443464E-02  1.228195695E-01  7.317567491E-02  9.598063672E+04  2.960816727E+02  3.376045227E+02  2.838315506E+02  2.349803619E+02  1.447683871E-01 
        47  3.882754171E-02  1.231963568E-01  7.616928387E-02  9.636961795E+04  2.943827716E+02  3.382304769E+02  2.848861771E+02  2.333345516E+02  1.514767455E-01 
        48  3.896508106E-02  1.235573809E-01  7.913505459E-02  9.648988867E+04  2.909303055E+02  3.391732025E+02  2.864884186E+02  2.281893234E+02  1.569604464E-01 
        49  3.903512947E-02  1.239238609E-01  8.213137167E-02  9.646510022E+04  2.827032876E+02  3.409441922E+02  2.895106070E+02  2.142716696E+02  1.637954267E-01 
        50  3.900153017E-02  1.243001337E-01  8.510504302E-02  9.633995905E+04  2.689009725E+02  3.438282074E+02  2.944425493E+02  1.889458899E+02  1.648576611E-01 
