nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure velocity-magnitude      sound-speed      temperature rel-velocity-magnitude relative-velocity-angle 
         1 -2.216901913E-02  1.039879580E-01 -4.300600202E-02  8.753584703E+04  1.537414759E+02  3.330654423E+02  2.762498488E+02  2.354390678E+02  8.593949152E-01 
         2 -2.197401757E-02  1.042260031E-01 -4.002397295E-02  8.745020929E+04  1.545531285E+02  3.329919022E+02  2.761279205E+02  2.364070857E+02  8.585182542E-01 
         3 -2.150271627E-02  1.045375264E-01 -3.708169353E-02  8.731554944E+04  1.552223396E+02  3.329167898E+02  2.760033286E+02  2.372243657E+02  8.581152395E-01 
         4 -2.072290556E-02  1.049359494E-01 -3.421635317E-02  8.719629285E+04  1.557077022E+02  3.328728032E+02  2.759304132E+02  2.375407510E+02  8.570777876E-01 
         5 -1.964621854E-02  1.053757771E-01 -3.145501365E-02  8.710663013E+04  1.562878566E+02  3.328346195E+02  2.758671870E+02  2.384523673E+02  8.574848790E-01 
         6 -1.833909717E-02  1.058829391E-01 -2.880182754E-02  8.699291284E+04  1.570269070E+02  3.327683172E+02  2.757573380E+02  2.393124199E+02  8.570272475E-01 
         7 -1.686396899E-02  1.064019756E-01 -2.624136390E-02  8.682838721E+04  1.582711506E+02  3.326401014E+02  2.755447874E+02  2.407153978E+02  8.554821610E-01 
         8 -1.524276490E-02  1.069101094E-01 -2.376908005E-02  8.666193665E+04  1.589771824E+02  3.325687547E+02  2.754265943E+02  2.415831637E+02  8.550563790E-01 
         9 -1.353040875E-02  1.074492491E-01 -2.136449246E-02  8.643634875E+04  1.603227320E+02  3.324252024E+02  2.751888359E+02  2.429025581E+02  8.530367166E-01 
        10 -1.175719847E-02  1.079385502E-01 -1.899452623E-02  8.621955157E+04  1.613178954E+02  3.323379683E+02  2.750444329E+02  2.439011097E+02  8.516054153E-01 
        11 -9.920451205E-03  1.084473482E-01 -1.667649769E-02  8.609328741E+04  1.625002029E+02  3.322797599E+02  2.749482087E+02  2.442322326E+02  8.469662217E-01 
        12 -8.053093039E-03  1.089314126E-01 -1.437870322E-02  8.624536938E+04  1.626828164E+02  3.323923028E+02  2.751344279E+02  2.443033729E+02  8.469708217E-01 
        13 -6.139911673E-03  1.093816015E-01 -1.211111235E-02  8.673857056E+04  1.625223341E+02  3.326163340E+02  2.755055203E+02  2.431827059E+02  8.443190791E-01 
        14 -4.213714023E-03  1.098625599E-01 -9.853315987E-03  8.758917725E+04  1.604790134E+02  3.330552311E+02  2.762330742E+02  2.404990854E+02  8.469251655E-01 
        15 -2.267252226E-03  1.102821410E-01 -7.616721013E-03  8.855925684E+04  1.563185997E+02  3.335848179E+02  2.771123190E+02  2.371446238E+02  8.592367955E-01 
        16 -3.058463972E-04  1.106716081E-01 -5.380345181E-03  8.937800732E+04  1.497912278E+02  3.340047312E+02  2.778105917E+02  2.346530089E+02  8.873415571E-01 
        17  1.649896870E-03  1.110991589E-01 -3.144821902E-03  8.741097083E+04  1.464243385E+02  3.329906216E+02  2.761273882E+02  2.414996381E+02  9.307044595E-01 
        18  3.605378217E-03  1.114680886E-01 -8.997268064E-04  7.588006934E+04  1.741294658E+02  3.265422101E+02  2.655368176E+02  2.861858077E+02  9.486241862E-01 
        19  5.548952344E-03  1.118349081E-01  1.356589372E-03  7.008393396E+04  2.092953305E+02  3.227387824E+02  2.593866482E+02  3.078601322E+02  8.465512092E-01 
        20  7.472030685E-03  1.121892539E-01  3.633809071E-03  7.296561389E+04  2.148533887E+02  3.243993946E+02  2.620682610E+02  2.996713027E+02  7.826822668E-01 
        21  9.366594022E-03  1.125505666E-01  5.932977735E-03  7.655474811E+04  2.083636826E+02  3.269775136E+02  2.662480514E+02  2.835621388E+02  7.533299793E-01 
        22  1.122147558E-02  1.129077905E-01  8.263617067E-03  7.897155943E+04  2.063404204E+02  3.286388605E+02  2.689588551E+02  2.719899795E+02  7.206970284E-01 
        23  1.303284284E-02  1.132507638E-01  1.062953057E-02  8.054489263E+04  2.083786188E+02  3.296102812E+02  2.705510138E+02  2.674943289E+02  6.939144191E-01 
        24  1.479928419E-02  1.136234762E-01  1.303021626E-02  8.174475899E+04  2.138995630E+02  3.301478438E+02  2.714346875E+02  2.659249206E+02  6.610979661E-01 
        25  1.649617427E-02  1.139938279E-01  1.547769530E-02  8.281060651E+04  2.193986783E+02  3.305912075E+02  2.721636958E+02  2.633265452E+02  6.243923521E-01 
        26  1.811807173E-02  1.143837002E-01  1.797032872E-02  8.352592834E+04  2.248978317E+02  3.308609743E+02  2.726070089E+02  2.616021795E+02  5.904310681E-01 
        27  1.968166241E-02  1.148013513E-01  2.049621310E-02  8.360043011E+04  2.317028501E+02  3.308437409E+02  2.725780005E+02  2.622928133E+02  5.584622016E-01 
        28  2.119101764E-02  1.152299366E-01  2.305322148E-02  8.307071550E+04  2.406096541E+02  3.305160797E+02  2.720380913E+02  2.655555902E+02  5.242076126E-01 
