nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure velocity-magnitude      sound-speed      temperature rel-velocity-magnitude relative-velocity-angle 
         1 -2.216901913E-02  1.039879580E-01 -4.300600202E-02  8.753158002E+04  1.538102066E+02  3.330612782E+02  2.762430080E+02  2.355908770E+02  8.595839553E-01 
         2 -2.197401757E-02  1.042260031E-01 -4.002397295E-02  8.745736826E+04  1.545793842E+02  3.329842672E+02  2.761152104E+02  2.363343340E+02  8.581345428E-01 
         3 -2.150271627E-02  1.045375264E-01 -3.708169353E-02  8.734229871E+04  1.550700196E+02  3.329398444E+02  2.760415757E+02  2.371680584E+02  8.586823149E-01 
         4 -2.072290556E-02  1.049359494E-01 -3.421635317E-02  8.723947974E+04  1.554946485E+02  3.329090586E+02  2.759905686E+02  2.377181869E+02  8.587601669E-01 
         5 -1.964621854E-02  1.053757771E-01 -3.145501365E-02  8.707956177E+04  1.562625289E+02  3.328209362E+02  2.758444419E+02  2.381567974E+02  8.565824535E-01 
         6 -1.833909717E-02  1.058829391E-01 -2.880182754E-02  8.692147363E+04  1.573098655E+02  3.327094936E+02  2.756597304E+02  2.396163630E+02  8.563405704E-01 
         7 -1.686396899E-02  1.064019756E-01 -2.624136390E-02  8.678587085E+04  1.582309685E+02  3.326232967E+02  2.755169163E+02  2.405543609E+02  8.550201543E-01 
         8 -1.524276490E-02  1.069101094E-01 -2.376908005E-02  8.660972827E+04  1.590953798E+02  3.325395851E+02  2.753783536E+02  2.415043473E+02  8.543117717E-01 
         9 -1.353040875E-02  1.074492491E-01 -2.136449246E-02  8.634023340E+04  1.602070878E+02  3.323991628E+02  2.751458359E+02  2.426980736E+02  8.529667631E-01 
        10 -1.175719847E-02  1.079385502E-01 -1.899452623E-02  8.616059833E+04  1.612578942E+02  3.323226850E+02  2.750191751E+02  2.436183708E+02  8.509491691E-01 
        11 -9.920451205E-03  1.084473482E-01 -1.667649769E-02  8.610617538E+04  1.624213319E+02  3.322901670E+02  2.749652867E+02  2.447128795E+02  8.491581080E-01 
        12 -8.053093039E-03  1.089314126E-01 -1.437870322E-02  8.630238693E+04  1.627982347E+02  3.324039789E+02  2.751537385E+02  2.445446584E+02  8.470965251E-01 
        13 -6.139911673E-03  1.093816015E-01 -1.211111235E-02  8.682150806E+04  1.625152454E+02  3.326451998E+02  2.755533290E+02  2.429956813E+02  8.436833229E-01 
        14 -4.213714023E-03  1.098625599E-01 -9.853315987E-03  8.763725830E+04  1.606113272E+02  3.330580311E+02  2.762378349E+02  2.406370115E+02  8.467408009E-01 
        15 -2.267252226E-03  1.102821410E-01 -7.616721013E-03  8.856362988E+04  1.561377268E+02  3.336166649E+02  2.771651783E+02  2.372860250E+02  8.605604097E-01 
        16 -3.058463972E-04  1.106716081E-01 -5.380345181E-03  8.953735449E+04  1.493895779E+02  3.340938578E+02  2.779589024E+02  2.340137572E+02  8.877443690E-01 
        17  1.649896870E-03  1.110991589E-01 -3.144821902E-03  8.737830640E+04  1.461761088E+02  3.329710255E+02  2.760946577E+02  2.414873669E+02  9.318276560E-01 
        18  3.605378217E-03  1.114680886E-01 -8.997268064E-04  7.565664526E+04  1.770886543E+02  3.260905018E+02  2.648028750E+02  2.870050817E+02  9.372771345E-01 
        19  5.548952344E-03  1.118349081E-01  1.356589372E-03  7.007244482E+04  2.065235661E+02  3.231498570E+02  2.600483546E+02  3.060818825E+02  8.539690138E-01 
        20  7.472030685E-03  1.121892539E-01  3.633809071E-03  7.302851462E+04  2.109825884E+02  3.248332844E+02  2.627704992E+02  2.946902438E+02  7.832547300E-01 
        21  9.366594022E-03  1.125505666E-01  5.932977735E-03  7.667741327E+04  2.049876356E+02  3.273979158E+02  2.669335914E+02  2.798180435E+02  7.558642258E-01 
        22  1.122147558E-02  1.129077905E-01  8.263617067E-03  7.896258891E+04  2.054580139E+02  3.287472106E+02  2.691365401E+02  2.736596341E+02  7.309278016E-01 
        23  1.303284284E-02  1.132507638E-01  1.062953057E-02  8.049820719E+04  2.091574574E+02  3.295134825E+02  2.703914761E+02  2.684129572E+02  6.941096963E-01 
        24  1.479928419E-02  1.136234762E-01  1.303021626E-02  8.169482214E+04  2.140089824E+02  3.300753020E+02  2.713142461E+02  2.651409739E+02  6.579266863E-01 
        25  1.649617427E-02  1.139938279E-01  1.547769530E-02  8.276888556E+04  2.189075642E+02  3.305895090E+02  2.721598725E+02  2.628166234E+02  6.247189152E-01 
        26  1.811807173E-02  1.143837002E-01  1.797032872E-02  8.350944775E+04  2.246612058E+02  3.309124546E+02  2.726910524E+02  2.617498798E+02  5.917769391E-01 
        27  1.968166241E-02  1.148013513E-01  2.049621310E-02  8.360063269E+04  2.320722980E+02  3.308978009E+02  2.726667399E+02  2.626676831E+02  5.571223679E-01 
        28  2.119101764E-02  1.152299366E-01  2.305322148E-02  8.307761891E+04  2.406656941E+02  3.305840924E+02  2.721502132E+02  2.650118615E+02  5.215701605E-01 
        29  2.266338778E-02  1.156643914E-01  2.563116057E-02  8.245866339E+04  2.491229734E+02  3.302215590E+02  2.715536388E+02  2.674707031E+02  4.876890315E-01 
        30  2.408077791E-02  1.161159634E-01  2.823658064E-02  8.191107123E+04  2.577513497E+02  3.298214462E+02  2.708960257E+02  2.709428389E+02  4.564243769E-01 
        31  2.544088325E-02  1.165921105E-01  3.086849856E-02  8.133509778E+04  2.656789622E+02  3.295203876E+02  2.704016833E+02  2.738567634E+02  4.269320020E-01 
        32  2.674433127E-02  1.170738851E-01  3.352942364E-02  8.073102271E+04  2.730631788E+02  3.293112879E+02  2.700584831E+02  2.759543443E+02  3.975119223E-01 
        33  2.797950643E-02  1.175445507E-01  3.622298897E-02  8.016806253E+04  2.810937179E+02  3.290115324E+02  2.695672404E+02  2.784053676E+02  3.663139495E-01 
        34  2.916313541E-02  1.180056499E-01  3.893937175E-02  7.984166266E+04  2.897013745E+02  3.286507742E+02  2.689765852E+02  2.814473212E+02  3.344673396E-01 
        35  3.031249539E-02  1.184785399E-01  4.167042727E-02  7.995357510E+04  2.958247646E+02  3.287372265E+02  2.691179695E+02  2.822935368E+02  3.071416822E-01 
        36  3.139929926E-02  1.189405785E-01  4.442941843E-02  8.022285962E+04  3.006948897E+02  3.290648756E+02  2.696542068E+02  2.818936850E+02  2.814723072E-01 
        37  3.242013936E-02  1.193808800E-01  4.721660669E-02  8.075295216E+04  3.059413146E+02  3.294059375E+02  2.702137534E+02  2.811808916E+02  2.522799783E-01 
        38  3.340677803E-02  1.198011670E-01  5.002067675E-02  8.207798245E+04  3.088697098E+02  3.302121344E+02  2.715390904E+02  2.778456786E+02  2.249645741E-01 
        39  3.430413654E-02  1.201853153E-01  5.285529857E-02  8.385305493E+04  3.103274307E+02  3.312543106E+02  2.732558584E+02  2.729766502E+02  1.992383180E-01 
        40  3.515433510E-02  1.205874318E-01  5.570324370E-02  8.596730469E+04  3.106431866E+02  3.323705463E+02  2.751005688E+02  2.671746311E+02  1.759860385E-01 
        41  3.592907297E-02  1.209644065E-01  5.857535950E-02  8.834070190E+04  3.092435341E+02  3.336162891E+02  2.771670470E+02  2.604655905E+02  1.587105156E-01 
        42  3.664355424E-02  1.213334730E-01  6.146049591E-02  9.081271606E+04  3.061914821E+02  3.348710175E+02  2.792555628E+02  2.529250250E+02  1.476509161E-01 
        43  3.727845098E-02  1.217084379E-01  6.437276718E-02  9.307849756E+04  3.023628407E+02  3.359403429E+02  2.810411129E+02  2.457018280E+02  1.429575705E-01 
        44  3.781448665E-02  1.220744111E-01  6.730672953E-02  9.481931836E+04  2.985567150E+02  3.367712984E+02  2.824323597E+02  2.398790898E+02  1.444690377E-01 
        45  3.826762164E-02  1.224563704E-01  7.025293559E-02  9.591307404E+04  2.957259622E+02  3.372886620E+02  2.833002851E+02  2.360143646E+02  1.486341604E-01 
        46  3.856443464E-02  1.228195695E-01  7.317567491E-02  9.642651172E+04  2.937419739E+02  3.375939636E+02  2.838135757E+02  2.339754486E+02  1.552304067E-01 
        47  3.882754171E-02  1.231963568E-01  7.616928387E-02  9.661676840E+04  2.915848409E+02  3.381510712E+02  2.847528864E+02  2.317978257E+02  1.628438305E-01 
        48  3.896508106E-02  1.235573809E-01  7.913505459E-02  9.669099023E+04  2.870084839E+02  3.393174210E+02  2.867362137E+02  2.241736259E+02  1.671575531E-01 
        49  3.903512947E-02  1.239238609E-01  8.213137167E-02  9.663048291E+04  2.751983569E+02  3.417941539E+02  2.909660850E+02  2.039984994E+02  1.812475573E-01 
        50  3.900153017E-02  1.243001337E-01  8.510504302E-02  9.646592950E+04  2.578872592E+02  3.453840315E+02  2.971174083E+02  1.695549487E+02  1.811638759E-01 
        51  3.889299026E-02  1.246700891E-01  8.806950082E-02  9.631235687E+04  2.398086498E+02  3.493667219E+02  3.039976151E+02  1.213121586E+02  1.700867797E-01 
        52  3.870303970E-02  1.250405990E-01  9.105247242E-02  9.619438232E+04  2.321168022E+02  3.521462278E+02  3.088224349E+02  7.875813138E+01  4.803183416E-02 
        53  3.847530202E-02  1.253810613E-01  9.402032493E-02  9.679364127E+04  2.335488771E+02  3.529776568E+02  3.102773020E+02  4.600961243E+01 -4.017368402E-01 
        54  3.809583015E-02  1.257752167E-01  9.695318516E-02  9.679463379E+04  2.295734978E+02  3.530582008E+02  3.104131470E+02  4.072471571E+01 -7.628118116E-01 
        55  3.767199372E-02  1.261489404E-01  9.992435767E-02  9.791979688E+04  2.444458442E+02  3.524667702E+02  3.093728752E+02  4.811677098E+01 -1.656372733E+00 
        56  3.723780727E-02  1.265196365E-01  1.028569506E-01  1.000428758E+05  2.543062432E+02  3.520609180E+02  3.086610337E+02  6.446731144E+01 -1.194014036E+00 
        57  3.672955052E-02  1.269046997E-01  1.057947981E-01  1.013779275E+05  2.465096967E+02  3.505846643E+02  3.060780029E+02  1.089632971E+02 -1.070212533E-01 
        58  3.615520807E-02  1.273091289E-01  1.087154776E-01  1.028923872E+05  2.380912743E+02  3.479821634E+02  3.015537109E+02  1.510182490E+02  2.479095329E-01 
        59  3.556812424E-02  1.277144368E-01  1.116309472E-01  1.049886749E+05  2.442443092E+02  3.449540462E+02  2.963283885E+02  1.806653661E+02  2.931338272E-01 
        60  3.495651588E-02  1.281329458E-01  1.145394580E-01  1.068585754E+05  2.514899158E+02  3.434040337E+02  2.936693797E+02  1.908529916E+02  2.766362773E-01 
        61  3.433795015E-02  1.285471243E-01  1.174457346E-01  1.079403079E+05  2.560204966E+02  3.432078280E+02  2.933314381E+02  1.916065922E+02  2.506251340E-01 
        62  3.376061330E-02  1.289460490E-01  1.203607660E-01  1.082807437E+05  2.611024790E+02  3.435191979E+02  2.938635068E+02  1.927152101E+02  2.237508127E-01 
        63  3.331803132E-02  1.293309423E-01  1.232882868E-01  1.082086963E+05  2.664761242E+02  3.436273297E+02  2.940486256E+02  1.958690724E+02  2.030985716E-01 
        64  3.310586596E-02  1.296649637E-01  1.262581306E-01  1.080634264E+05  2.697958870E+02  3.434787860E+02  2.937943652E+02  1.984049760E+02  1.934761098E-01 
        65  3.306639982E-02  1.299493947E-01  1.292495641E-01  1.079197902E+05  2.728087174E+02  3.429505811E+02  2.928916643E+02  2.000315517E+02  1.826187483E-01 
        66  3.322486525E-02  1.302097713E-01  1.322380794E-01  1.077227489E+05  2.728318090E+02  3.428211447E+02  2.926704912E+02  2.019260852E+02  1.910573054E-01 
        67  3.356462385E-02  1.304573038E-01  1.352130229E-01  1.075209086E+05  2.737340716E+02  3.426534615E+02  2.923841115E+02  2.028195738E+02  1.909900231E-01 
        68  3.400410102E-02  1.306751199E-01  1.381765647E-01  1.072422491E+05  2.744818232E+02  3.426014066E+02  2.922953224E+02  2.031587129E+02  1.898924040E-01 
        69  3.451963359E-02  1.308741206E-01  1.411278790E-01  1.069358026E+05  2.755170372E+02  3.425555449E+02  2.922170730E+02  2.039523103E+02  1.887973153E-01 
