nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure velocity-magnitude      sound-speed      temperature rel-velocity-magnitude relative-velocity-angle 
         1 -2.216901913E-02  1.039879580E-01 -4.300600202E-02  8.757081841E+04  1.535123849E+02  3.330907833E+02  2.762918917E+02  2.353041160E+02  8.601659515E-01 
         2 -2.197401757E-02  1.042260031E-01 -4.002397295E-02  8.749297543E+04  1.544641910E+02  3.330128129E+02  2.761625597E+02  2.364704491E+02  8.592767543E-01 
         3 -2.150271627E-02  1.045375264E-01 -3.708169353E-02  8.737677362E+04  1.550329700E+02  3.329572916E+02  2.760705490E+02  2.370224620E+02  8.584097452E-01 
         4 -2.072290556E-02  1.049359494E-01 -3.421635317E-02  8.723966565E+04  1.557192667E+02  3.328903723E+02  2.759596100E+02  2.375353239E+02  8.568380857E-01 
         5 -1.964621854E-02  1.053757771E-01 -3.145501365E-02  8.711191138E+04  1.564148908E+02  3.328238478E+02  2.758493581E+02  2.384276266E+02  8.566480093E-01 
         6 -1.833909717E-02  1.058829391E-01 -2.880182754E-02  8.697936670E+04  1.573154588E+02  3.327393417E+02  2.757092514E+02  2.395623441E+02  8.561318498E-01 
         7 -1.686396899E-02  1.064019756E-01 -2.624136390E-02  8.679574780E+04  1.580597510E+02  3.326462002E+02  2.755549030E+02  2.404275012E+02  8.555225842E-01 
         8 -1.524276490E-02  1.069101094E-01 -2.376908005E-02  8.657578101E+04  1.591044354E+02  3.325257773E+02  2.753555036E+02  2.416516209E+02  8.546727616E-01 
         9 -1.353040875E-02  1.074492491E-01 -2.136449246E-02  8.629891956E+04  1.601838627E+02  3.323940787E+02  2.751373913E+02  2.427059999E+02  8.530822033E-01 
        10 -1.175719847E-02  1.079385502E-01 -1.899452623E-02  8.610791071E+04  1.612966611E+02  3.323021524E+02  2.749851010E+02  2.436702332E+02  8.509687455E-01 
        11 -9.920451205E-03  1.084473482E-01 -1.667649769E-02  8.605871710E+04  1.626951578E+02  3.322525655E+02  2.749031224E+02  2.449099151E+02  8.484171419E-01 
        12 -8.053093039E-03  1.089314126E-01 -1.437870322E-02  8.621104504E+04  1.635849946E+02  3.322950096E+02  2.749734216E+02  2.448590771E+02  8.439012347E-01 
        13 -6.139911673E-03  1.093816015E-01 -1.211111235E-02  8.668942114E+04  1.627663503E+02  3.325840082E+02  2.754518719E+02  2.433562212E+02  8.436333183E-01 
